"","logFC","logCPM","PValue","FDR","significant"
"IZH2",0.843417332983521,7.06476952797804,8.99880083494907e-05,0.00164681235067849,"No"
"DON1",-0.964353857806734,4.98128219337992,9.04670422147872e-05,0.0016497493367267,"No"
"MRK1",0.859746367607829,6.50463833399246,9.27571641467693e-05,0.00168557667760042,"No"
"SAE2",-1.43976259117443,2.79253250262396,9.53720154064169e-05,0.00172703380346095,"Yes"
"GLO1",0.812244535772131,8.54255950915635,0.000102060625979982,0.00184171422282345,"No"
"HXT5",-0.799663945716886,11.5335226937585,0.000103754775155261,0.00186578465461492,"No"
"ALG13",0.955610613873858,4.91501994524178,0.000104632047160698,0.00187504973095244,"No"
"ECM4",0.838671755478404,6.931024855905,0.000106908419504564,0.00190923691246254,"No"
"HOP2",1.91920735580451,1.86201102064062,0.000108550505781676,0.00192714325693101,"Yes"
"CTR1",-0.823549355950829,7.48685111584354,0.000108655306241331,0.00192714325693101,"No"
"CTS1",0.797598330950612,10.7732992097391,0.000110554477165842,0.00195413528068907,"No"
"CIS1",0.915920428252694,5.32446857574749,0.00011107666651629,0.00195668726492472,"No"
"WSC4",-0.979038225387852,4.69694435839634,0.000115173614259516,0.00202198016355943,"No"
"MDJ1",-0.818434737411543,7.52553369116419,0.000118104402182375,0.00206642803683283,"No"
"RRT13",0.932660257056835,5.08726975725991,0.000120358217616769,0.00209877174760016,"No"
"RGS2",-0.943548708683834,4.9841530718313,0.000125747329937054,0.00218538732128859,"No"
"CIN5",0.857673915649677,6.12334960243429,0.000132548765698134,0.00229588648010246,"No"
"CCW14",0.785624844211771,10.4471633171684,0.000141570966797136,0.00244398679014123,"No"
"PIB2",-0.83590428021867,6.48477620013691,0.000143742866684034,0.00247323689885917,"No"
"ILV2",-0.786350366922984,9.57338233157802,0.000147887505332601,0.00253612380833623,"No"
"CRH1",-0.785433547962337,9.67853955312802,0.000149201716453942,0.00255021679707909,"No"
"SPS1",1.66043286294288,2.22222682970472,0.0001569536708107,0.00266783209932856,"Yes"
"CRF1",0.829593532151556,6.54251503921587,0.000157113108765246,0.00266783209932856,"No"
"TEA1",-0.861843517344839,5.86969189872732,0.000158287678092763,0.00267899308772033,"No"
"PET9",-0.777964102229152,10.736443276207,0.000162164056715973,0.00273566009684699,"No"
"MTM1",-0.821637151410585,6.6886415998012,0.000167475850832542,0.0028119424920164,"No"
"PRP3",-0.896353728287592,5.26938643119819,0.00016777181502859,0.0028119424920164,"No"
"ESF1",0.818184662297505,6.7698948510374,0.000168635250654444,0.00281729665528827,"No"
"DIF1",1.05485523855515,3.99049123486932,0.000170173024331934,0.00282528660509442,"Yes"
"CLB1",-0.825027131265438,6.55848089193451,0.000170204560878444,0.00282528660509442,"No"
"DCI1",0.908204949920448,5.14276786958813,0.000171424174914044,0.00283644026159692,"No"
"ARG4",-0.775670141975436,9.61632762869609,0.000180721479353985,0.00298075331711558,"No"
"KTD1",-1.07858870820235,3.89452163802303,0.000181479770206399,0.00298375787269505,"Yes"
"CLN3",-0.803947206979966,7.10384358533683,0.00018582575001242,0.00304554290922254,"No"
"MIG1",0.81440701160225,6.67354527011316,0.000194810399019917,0.00318272257578596,"No"
"CDS1",0.785714699782507,7.83629928032969,0.00019759924137525,0.00321269330983516,"No"
"CTI6",-0.803368168864682,6.99857677249571,0.000197885531152233,0.00321269330983516,"No"
"MRX11",1.21662706184151,3.21369381515453,0.000202438614975961,0.00327634245925157,"Yes"
"HSP12",0.763112353444777,12.2123960319973,0.000207865136006798,0.0033536870385645,"No"
"AFI1",-0.834308390289528,6.0442960377037,0.000213533070794426,0.00343443407964078,"No"
"DFP2",-1.80801575967569,1.85512317237404,0.000216503220489778,0.00347142470252804,"Yes"
"NET1",-0.817787679047326,6.33397281880339,0.000218442932071834,0.00349118570392164,"No"
"CPA2",-0.764072320204272,9.99324901552539,0.000219083868270812,0.00349118570392164,"No"
"GEX2",0.951776057037451,4.51193475338013,0.000221050571707351,0.00351172058549807,"No"
"DPM1",0.7701724680654,8.62309756535026,0.000224337578559634,0.00355304073198882,"No"
"ATP4",-0.762035054257545,10.1098897281244,0.00022607659784122,0.00356966676896244,"No"
"GCY1",0.767807685828361,8.64316188401333,0.00023370659357178,0.00367660409026878,"No"
"DSE1",0.774376347143974,7.99371394477426,0.000234269038383607,0.00367660409026878,"No"
"SOA1",-0.861595478868361,5.46683956019015,0.000237211760108538,0.00371153989607891,"No"
"FRE5",-0.803979274853891,6.65819129141156,0.000238340265323707,0.00371796456057675,"No"
"PRR2",0.818030865827655,6.25169751506563,0.000239843694006029,0.0037301816554271,"No"
"FMP16",0.760196031714054,9.08484133476816,0.000254070266253766,0.00393961050577321,"No"
"GSY1",0.792821590153101,6.87424200239571,0.000255419327384412,0.00394870655678766,"No"
"PSK2",-0.85030009448188,5.59982967367269,0.000258115322739122,0.0039750940474091,"No"
"ERG28",0.768634671193723,8.0215855593596,0.000258661265490803,0.0039750940474091,"No"
"ATP3",-0.754282042584777,9.92946499634663,0.000264205838489287,0.00404047370138251,"No"
"PRY1",-0.754965122513233,9.69177116757183,0.000265147015067917,0.00404047370138251,"No"
"SPG5",0.763145902082693,8.39708442170456,0.000265256045273229,0.00404047370138251,"No"
"TDH2",0.753041070009894,10.1280931567804,0.000267060255409814,0.00405602657703058,"No"
"VPS55",0.766909501238256,8.00529202510502,0.00026795532248654,0.0040577210969526,"No"
"DHR2",-1.07814184086104,3.69469885795567,0.000268754705524955,0.00405796099100217,"Yes"
"YSR3",-0.83544331071144,5.74607243031837,0.00026991484751099,0.00406363080017272,"No"
"DMC1",0.878394436239648,5.16473501695954,0.00027219109858333,0.00408602231757411,"No"
"APT1",0.762341193850192,8.22530093919251,0.000277980610268548,0.00416087162017576,"No"
"SPB4",-0.81761853151739,6.02989185988976,0.000289599373535615,0.00431655552603765,"No"
"GCV2",-0.766321454285119,7.74399136142917,0.000290048527333675,0.00431655552603765,"No"
"ISA1",-0.773274760958547,7.31219449415508,0.000293105075879622,0.0043495449512337,"No"
"ICY1",-0.817574664825983,5.96054945870371,0.00030203502800996,0.00446925545732453,"No"
"GLK1",0.74357499556703,11.294229479303,0.00030490384240367,0.00449885185130657,"No"
"CDA2",-2.34884721954433,1.1189492432467,0.000313332900528413,0.0046100883290814,"Yes"
"FRA1",-0.757117217340598,8.02387374089833,0.000319735544342239,0.00469096426104379,"No"
"CLG1",-0.761606924728257,7.61588291665621,0.000327353944299578,0.0047891697105297,"No"
"ATP1",-0.738881722458069,11.23641625208,0.000333089562243551,0.00485935448692775,"No"
"OXA1",-0.797948909095852,6.24315144947177,0.000336904232260715,0.00490119949123102,"No"
"FBA1",0.734646726759668,12.666783284806,0.000352040120709738,0.00510295082824805,"No"
"CHO1",0.743123414235873,8.95845473272246,0.000352743077140916,0.00510295082824805,"No"
"MPC3",0.741649150903961,9.1484411068968,0.000354880833137204,0.00511957614155314,"No"
"KGD2",-0.73853361631617,9.78622636438498,0.000356530640653157,0.00512908941095194,"No"
"DAL2",-0.773749513385648,6.87494317442243,0.00035801625101077,0.00513619436006863,"No"
"ADE4",-0.756611776244207,7.55032456476764,0.000364879607295653,0.00522019747564692,"No"
"PCL5",-0.754326758222172,7.68165280290023,0.000365966950437808,0.00522133012759616,"No"
"OCH1",-0.75769798542102,7.42162070218754,0.000372587048192179,0.00530117671040466,"No"
"SRX1",-0.911489177963553,4.62185174030975,0.000379376475818171,0.0053829884061981,"No"
"TOS7",-0.767314027670949,6.95269251354035,0.000386355502628462,0.00546703592380547,"No"
"CYC1",-0.734187303690212,9.43745604115843,0.000396066422343501,0.00558917711530515,"No"
"EAF3",-0.747550155435897,7.75664256308933,0.000404663490079371,0.00569497884543767,"No"
"ZAP1",-0.833527555310349,5.36127565604538,0.000424500407934985,0.00595796101001432,"No"
"MXR1",0.744506222513863,7.41400222012012,0.000469075756733111,0.00656579282194806,"No"
"TPI1",0.719659875750547,11.2160947487572,0.000472898673781353,0.006601461540468,"No"
"TFS1",0.728900212717214,8.38791782676626,0.000492831316649733,0.00686121878744346,"No"
"POM33",0.725892433236259,8.46974166011508,0.000513039208925136,0.00712340499470048,"No"
"YOP1",0.717017547465876,9.82933430729009,0.000523831370117538,0.00725380391935489,"No"
"SDS24",0.726239967068571,8.1980898334723,0.000533776550183684,0.00737181000907013,"No"
"RSN1",-0.754296733818961,6.66971027620737,0.000538019385424694,0.00741064467317684,"No"
"CTR3",0.982706708365789,3.87539714822042,0.000542985454750652,0.00745920867414755,"No"
"POP6",0.833199454210253,5.16931306654235,0.000548185427135694,0.00751072044215809,"No"
"MRM1",-0.762652136557028,6.393389778763,0.00055595701045876,0.00759710120624252,"No"
"PRM10",-0.828188006012472,5.16493592524497,0.000560168786482622,0.00763451090840394,"No"
"SDH4",-0.71128675011639,10.3571806999912,0.000564983477461345,0.00767991976318191,"No"
"SDH9",0.766973169689252,6.25014880375299,0.000569942066705278,0.00772704178917968,"No"
"ATP20",-0.718939107497378,8.52050412735825,0.000576428040510645,0.00779457133630451,"No"
"HYP2",0.707278180243525,11.3412270451186,0.000588520323933076,0.00793736134804531,"No"
"CYB2",0.715292999518988,8.7885034372136,0.000591872961818318,0.00794577270939661,"No"
"DDR2",0.706088701902516,12.302756515509,0.000592212447543366,0.00794577270939661,"No"
"SPO24",-0.70444270823904,11.1329206059009,0.000621969073404195,0.00832345692806286,"No"
"SDH1",-0.705376395504611,10.4399058373085,0.00062522653285402,0.00834548508672931,"No"
"MTD1",-0.733423416615422,7.14054372639573,0.000631139643556078,0.00840275633413093,"No"
"URA2",0.708616220449824,9.19283823573343,0.000637535934370079,0.00846615026692985,"No"
"GPI2",0.822688092091884,5.16924262533016,0.000642878359575586,0.00851526093156512,"No"
"SWI5",-0.774924708423526,5.88948337588321,0.000645808317003966,0.00853224814735597,"No"
"SPS4",-0.922061332385449,4.22251827628101,0.000652164959898756,0.00859430617637572,"No"
"ATG33",0.710287242088585,8.59677856639016,0.000662133311205234,0.00870352390541093,"No"
"CRC1",-0.716892044911906,7.8949238135121,0.000668992377626815,0.00877142157906145,"No"
"MIN6",0.788720390322729,5.57220789347963,0.00067854284185775,0.00887417519692244,"No"
"ZPS1",0.829980586911505,4.97678662265183,0.000697517695457927,0.00908787180103429,"No"
"NCE102",0.697027631473314,11.8663157234815,0.000698907408424511,0.00908787180103429,"No"
"SMX3",0.768996367419867,5.9334823284185,0.000700146910332628,0.00908787180103429,"No"
"ARO10",0.780919193435497,5.69394405659632,0.000706214445012354,0.00914371152679746,"No"
"PET122",-1.21117399966542,2.85444878439523,0.000713537838717341,0.00921549243570351,"Yes"
"MIC19",-0.721572041230917,7.30386666511512,0.000722962582812278,0.00931398810045967,"No"
"SWC3",-0.811056224617503,5.24729412979386,0.000730623505039764,0.00938932787245891,"No"
"YAT2",-0.69644316267749,10.132216993622,0.000741136300831998,0.00950085371784385,"No"
"RTS3",0.712674405596761,7.48392004686573,0.000793472996370705,0.0101466583906269,"No"
"AVO1",-0.823836488416182,4.97114265454349,0.000797786885430923,0.0101766952700659,"No"
"LYP1",-0.701216863814089,8.13901688722046,0.000833289053199453,0.0105932148648029,"No"
"NRE1",-0.722361090699021,6.92262536055203,0.000834530153473566,0.0105932148648029,"No"
"MET17",0.685418401713282,12.2070073824561,0.00085224659453394,0.010791650643255,"No"
"YIP3",0.695766427750561,8.46253859874094,0.000866314677879455,0.0109430334554578,"No"
"ARG3",-0.701302395920618,7.83398852385701,0.000884150554847185,0.0111411574782325,"No"
"HSF1",-0.705410568477588,7.47960233719968,0.000900417599931551,0.0113133168044745,"No"
"PFU1",0.730371408830785,6.47237571198307,0.000902181857549327,0.0113133168044745,"No"
"GPM2",0.732122854908138,6.33372661433421,0.000931506330087021,0.011652829187248,"No"
"RAD55",0.7793076232958,5.40022370270098,0.000949573184409744,0.0118352867332617,"No"
"CRG1",0.716499824013392,6.81646760744835,0.000950662151194609,0.0118352867332617,"No"
"JJJ3",0.927978637932854,3.95639760450473,0.000953650381788134,0.0118440175714167,"No"
"LAP3",0.692318244754693,8.11869668271092,0.000970251869792144,0.0120213742431902,"No"
"KNH1",0.724923506737935,6.4221375011092,0.000980182170242899,0.0121154259181097,"No"
"MRC1",-0.783620920163847,5.21046087267471,0.00100296943616047,0.0123502790049191,"No"
"APE3",0.680077654025514,9.71940097111596,0.00100395201024733,0.0123502790049191,"No"
"ETR1",0.686783895157727,8.3043770756757,0.00103259861544169,0.0126725787425888,"No"
"PMP2",-0.693628511061144,7.65314468582841,0.00104780832380539,0.0128244102832923,"No"
"CHS1",-0.690897975798998,7.83673858160073,0.00105189927639561,0.0128244102832923,"No"
"ALG12",0.701171524280171,7.17809574293784,0.00105338433968437,0.0128244102832923,"No"
"HNT1",0.681303826794529,8.85232857835173,0.00105487522314781,0.0128244102832923,"No"
"PAR32",-0.692498753745045,7.67879664763502,0.00106114433726338,0.0128704134020774,"No"
"IMP21",-0.732368316147133,6.14287255877576,0.00107757081281087,0.0130391103727746,"No"
"PST2",0.675720326081698,9.25192554011484,0.00111669763142413,0.0134810653453277,"No"
"SMY2",-0.704951843965381,6.85840375752164,0.0011245006619071,0.0135436951814346,"No"
"BUB2",0.744096034248078,5.72382321432484,0.00115769323562537,0.0139111212698464,"No"
"UBC5",0.677361930699123,8.51335913513658,0.00117341416473354,0.014057331761048,"No"
"SMI1",-0.700753169498829,6.92851488464364,0.00117739699987862,0.014057331761048,"No"
"ATG34",0.694085914123502,7.19068195482186,0.0011780038587169,0.014057331761048,"No"
"FMP30",-0.755761750306236,5.47149310763558,0.00121589574140772,0.0144761472293117,"No"
"HSP32",0.805755941461844,4.82723873874495,0.00122799718034774,0.014586691277571,"No"
"ARG8",-0.712267480664861,6.37613226470538,0.00123870825984686,0.0146802518941576,"No"
"IRC10",1.48512838503715,2.02081549140148,0.00126600228097064,0.0149694653268195,"Yes"
"TDA10",0.790949256380337,4.91397780606333,0.00127446299105277,0.0150351795687068,"No"
"TPN1",-0.682664712829115,7.56064157668147,0.00128359104390492,0.0150958804063074,"No"
"EPT1",0.706779829146287,6.49567231756474,0.00128543797242355,0.0150958804063074,"No"
"STE2",0.673291707608839,8.26322870295165,0.00130099633437763,0.0152102276749923,"No"
"ARO3",-0.674458997237865,8.15364918104817,0.00130104863101401,0.0152102276749923,"No"
"SFL1",-0.767928565466252,5.27697803367443,0.00130664379886965,0.0152412347620403,"No"
"TRX1",0.669403321771719,8.57911439142714,0.00132810885022527,0.015456799405206,"No"
"LPX2",0.785034873227568,4.97091885563048,0.00133706468610347,0.015526139034372,"No"
"PAL1",-0.684501980948212,7.28538393963598,0.00134176134486025,0.0155458210403383,"No"
"AGA1",0.733282825702598,5.73858490166075,0.00136000448517604,0.0157091133675819,"No"
"CCC1",0.674373437698587,7.89652270965651,0.00136192158757371,0.0157091133675819,"No"
"ALT1",0.67293280309328,7.80626923046794,0.00141968966487809,0.0163390506097858,"No"
"PTK2",-0.681858196427827,7.22924093196057,0.00142369492623445,0.0163488160154506,"No"
"DIT2",0.984132019755626,3.50283027968651,0.00146241948839639,0.0167563507309843,"No"
"SNF11",0.71498410630517,6.05401676739459,0.00146842798314867,0.0167764619323363,"No"
"RPM2",-0.661873935241712,8.78345719326538,0.00147065335340426,0.0167764619323363,"No"
"GID11",0.677316539984325,7.32879384530796,0.00148305683115623,0.0168807721506771,"No"
"SHM2",-0.655290377311243,10.1972409763097,0.00148804686690846,0.0169004270256994,"No"
"SSQ1",-0.717867844820359,5.91745419461854,0.0014995096673363,0.0169933491622204,"No"
"ADH1",0.650874632299584,11.4565680634358,0.00154706676208784,0.0174940147616876,"No"
"MCT1",0.7058976769589,6.17526172119294,0.00155254098941497,0.0175176683751201,"No"
"TYW1",-0.670364177340227,7.58942619982381,0.00155594405836684,0.0175179006049606,"No"
"RRT1",0.746973513509489,5.28337851784268,0.00159755486545482,0.0179473680004133,"No"
"SUT2",-0.721084217064748,5.79771809257958,0.00160662272659762,0.018010171214392,"No"
"SNQ2",0.677287903262922,7.05220992372301,0.00161019535495419,0.0180112348667554,"No"
"GTT3",0.678640818043192,6.93257202868272,0.00167182415303712,0.0186249197247948,"No"
"CTH1",-0.684955720114317,6.68637411047443,0.00167225095038223,0.0186249197247948,"No"
"SGM1",-0.708322939843111,6.00931830572494,0.00168707608573643,0.0187497146953411,"No"
"GDT1",0.664016272309775,7.614842510668,0.00170835594742484,0.0188412812854267,"No"
"ZEO1",-0.645792131644612,10.7521554243161,0.00170863627097309,0.0188412812854267,"No"
"LIP5",-0.680472924289814,6.75391787027072,0.00170966248770053,0.0188412812854267,"No"
"YET3",0.650312143235505,9.18631182682376,0.00171100110691287,0.0188412812854267,"No"
"MIX17",-0.653690986465386,8.61241852885736,0.00171350521054952,0.0188412812854267,"No"
"YIM1",0.668001064182921,7.28950676865069,0.00173965556636393,0.0190882969877093,"No"
"TPO4",0.693249098433517,6.24032968327687,0.00174999778115837,0.019134445068783,"No"
"SPO22",0.716266074305837,5.74500582375768,0.00175125062031341,0.019134445068783,"No"
"MMT1",-0.794773059658814,4.65734456500638,0.00176191964615776,0.019210488099897,"No"
"PHO8",-0.669978443455389,7.12623791080289,0.00179291397839342,0.019507356080041,"No"
"RCE1",0.768259932096046,4.86055502884614,0.00180103387773694,0.0195546214943388,"No"
"RAD53",-0.839478529855521,4.23682819802985,0.00181124973111856,0.0196243982373704,"No"
"TES1",0.662302273186847,7.47169356536914,0.00181575557468495,0.0196321463910091,"No"
"DFG10",0.708939483035626,5.81040427091175,0.00186046894692238,0.0200380180183732,"No"
"ISU2",-0.700083465744008,6.02945287853587,0.00186103237436522,0.0200380180183732,"No"
"NTF2",0.6484947918307,8.58760259674652,0.00186682561040186,0.0200586926063719,"No"
"AFT2",-0.717089466643872,5.64828025769449,0.00187208922467464,0.0200736026803105,"No"
"PMA2",0.644752958080482,9.00145767985964,0.00190163071327677,0.0203237623163124,"No"
"FAA2",0.670252999546415,6.93106706472421,0.00190583772611199,0.0203237623163124,"No"
"MNN1",-0.716283757896525,5.64308486958547,0.00190719221581923,0.0203237623163124,"No"
"PHO90",0.691902903493584,6.16664253431571,0.00191989843379637,0.0204171539807627,"No"
"BUD7",-0.680354148848759,6.46257478149207,0.00196613392866238,0.0208305024753537,"No"
"PMA1",-0.635856868119258,11.9456974310876,0.00196681129763429,0.0208305024753537,"No"
"FCP1",-0.690630585031794,6.15664187793522,0.00199908569708205,0.0211291118881386,"No"
"SAM2",0.639114844820991,9.43152056661599,0.00201623580887204,0.0212669760776951,"No"
"MDM34",-0.661831548623436,7.11131566437493,0.00203000049046965,0.021355943841882,"No"
"MCM1",-0.68567344452356,6.2723743607604,0.00203291761228959,0.021355943841882,"No"
"MPO1",0.662959100554731,6.85588175230469,0.00217469716911472,0.0227991025077837,"No"
"LPD1",-0.631918295208477,9.67906708272758,0.00223196111182843,0.0233521749457767,"No"
"SAM3",-0.643341032512434,7.91151680773837,0.00223921420014921,0.0233808273035742,"No"
"TIM44",-0.654453752848657,7.07320469909927,0.00231592143163324,0.0241331128660534,"No"
"ANB1",3.59691217557037,0.12305811021341,0.00250381377876872,0.0260386577514923,"Yes"
"SEG2",-0.661424544910014,6.53752936472387,0.00256823382932815,0.0266550761564939,"No"
"YPS6",0.733669036910563,4.99000483396191,0.00267630186838464,0.0277211347527281,"No"
"KEL3",-0.690586945074656,5.70946937502822,0.00268868785917596,0.0277938411630185,"No"
"RAD51",0.63739036609391,7.39290645113969,0.00272955791725523,0.0281328748981406,"No"
"UIP4",0.633878928698663,7.63101589667445,0.00273234911638632,0.0281328748981406,"No"
"TIF4632",-0.69985920105493,5.45813116908077,0.00275132988262946,0.0282720981391627,"No"
